name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
Main Oil Pump Coupling Inspection,Schedule,"67562 - PUMP, MAC#2 MAIN OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
OSS: Calibration of CSS Analyzers,Schedule,"67564 - ANALYZER, AE11 TOTAL HYDROCARBON IN MC O2",Weekly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
"TRANSFORMER OIL TESTING FOR BDV, MOISTURE AND ACIDITY",Schedule,"67565 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 01",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-067-09
Transformer/Oil Circuit Breaker – Periodic Oil Testing,Schedule,"67565 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 01",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0571-09
Transformer – Major Maintenance,Schedule,"67565 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 01",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0573-09
"Transformer, Liquid Filled – Periodic Maintenance",Schedule,"67565 - TRANSFORMER, 33/11 KV, 40/50 MVA TR- 01",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0572-09
"Motors, Random Wound – Major Maintenance",Schedule,"67566 - MOTOR, #1, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Rolling Element Bearing Regreasing Route,Schedule,"67566 - MOTOR, #1, COOLING WATER PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67566 - MOTOR, #1, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67566 - MOTOR, #1, COOLING WATER PUMP",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67567 - MOTOR, #2, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
Rolling Element Bearing Regreasing Route,Schedule,"67567 - MOTOR, #2, COOLING WATER PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Major Maintenance",Schedule,"67567 - MOTOR, #2, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67567 - MOTOR, #2, COOLING WATER PUMP",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67568 - MOTOR, #3, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
Rolling Element Bearing Regreasing Route,Schedule,"67568 - MOTOR, #3, COOLING WATER PUMP",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67568 - MOTOR, #3, COOLING WATER PUMP",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"67568 - MOTOR, #3, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"67569 - MOTOR, FADV FAN",Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
Rolling Element Bearing Regreasing Route,Schedule,"67569 - MOTOR, FADV FAN",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Major Maintenance",Schedule,"67569 - MOTOR, FADV FAN",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
Column Valves and Casing - Visual Inspection,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0255-09
Coldbox/Liquifier/Tank - CHECK CASING PURGE SYSTEMS,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0236-09
"Perlite top up in cold box, pump & turbine ducts",Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-055-09
Greasing of cryogenic manual valve stem with O2 compatible grease,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-006-09
Isolation Circuit Test for Liquid Make,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0212-09
Plant Thaw Requirements (Prepurified - Finned BAHX),Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0227-09
Coldbox - MAIN CONDENSER COSMODYNE SAMPLE,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0169-09
PHX Vent valve inspection for passing,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-005-09
STROKE CHECK OF CB CONTROL VALVES BEFORE OUTAGE TO TAKE ACTIONS DURING OUTAGE,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-061-09
Upper Column Vent Valve Functionality Test,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Quarterly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND000-013-09
Coldbox - CHECK VALVE INSPECTION,Schedule,"67570 - COLDBOX,UPPER, LOWER AND ARGON COLUMNS",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0167-09
Vibration Shutdown (Earthquake) Switch - Functional Test,Schedule,"67571 - FAN, #1, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0003-09
Cooling Tower - Fan Drive System Inspection,Schedule,"67571 - FAN, #1, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0002-09
Vibration Shutdown (Earthquake) Switch - Functional Test,Schedule,"67572 - FAN, #2, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0003-09
Cooling Tower - Fan Drive System Inspection,Schedule,"67572 - FAN, #2, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0002-09
Vibration Shutdown (Earthquake) Switch - Functional Test,Schedule,"67573 - FAN, #3, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0003-09
Cooling Tower - Fan Drive System Inspection,Schedule,"67573 - FAN, #3, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0002-09
Vibration Shutdown (Earthquake) Switch - Functional Test,Schedule,"67574 - FAN, #4, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0003-09
Cooling Tower - Fan Drive System Inspection,Schedule,"67574 - FAN, #4, COOLING TOWER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0002-09
Pre-Purifier Dust Filter,Schedule,"67592 - FILTER, PREPURIFIER DUST",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0312-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67599 - HX, MNC LUBE OIL COOLER,MP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67600 - HX, LUBE OIL COOLER,HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67601 - HX, INTERCOOLER#1, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67602 - HX, INTERCOOLER#2, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67603 - HX, INTERCOOLER#3, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67604 - HX, INTERCOOLER#4, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67606 - HX, LUBE OIL COOLER,HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67607 - HX, INTERCOOLER#1, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67608 - HX, INTERCOOLER#2, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67609 - HX, INTERCOOLER#3, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67610 - HX, INTERCOOLER#4, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67612 - HX, BOC#1 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67613 - HX, BOC#1 INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67615 - HX, BOC#2 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"67616 - HX, BOC#2 INTERCOOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
Chiller evaporatios insulation repair/replacement,Schedule,"67618 - HX, CHILLER#1 EVAPORATOR",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-083-09
Chiller evaporatios insulation repair/replacement,Schedule,"67619 - HX, CHILLER#2 EVAPORATOR",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-083-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67620 - HX, MAC#1 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
Replacement of Lube Oil Cooler dish end O Ring,Schedule,"67620 - HX, MAC#1 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-034-09
Replacement of Lube Oil Cooler dish end O Ring,Schedule,"67621 - HX, MAC#2 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-034-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"67621 - HX, MAC#2 LUBE OIL COOLER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
INSPECT AUTO-CONDENSATE TRAPS,Schedule,"67622 - HX, DUAL SERVICE AFTER COOLER",Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-008-09
General Service Coupling Inspection,Schedule,"67624 - PUMP, N2 BACKUP VERTICAL PP#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
General Service Coupling Inspection,Schedule,"67625 - PUMP, N2 BACKUP VERTICAL PUMP#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
General Service Coupling Inspection,Schedule,"67626 - PUMP, COMPRESSOR WHEEL  WASH",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Water Pumps inspection and overhauling,Schedule,"67626 - PUMP, COMPRESSOR WHEEL  WASH",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
CT Pump inlet strainer cleaning,Schedule,"67626 - PUMP, COMPRESSOR WHEEL  WASH",Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-007-09
Truck Scale Inspection,Schedule,"67627 - SCALE,  TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0152-09
Acid Tank - Fitting Inspection (Polyethylene),Schedule,"67628 - TANK, ACID, WATER TREAT SKID",Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0213-09
Acid Tank - External Inspection (Polyethylene),Schedule,"67628 - TANK, ACID, WATER TREAT SKID",Half yearly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0214-09
Acid Tank - Internal Inspection (Polyethylene),Schedule,"67628 - TANK, ACID, WATER TREAT SKID",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0215-09
REPLACEMENT OF RUPTURE DISCS ON CRYOGENIC LIQUID STORAGE TANKS,Schedule,"67632 - TANK, #1 TM ARGON, TC-1910",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-038-09
REPLACEMENT OF RUPTURE DISCS ON CRYOGENIC LIQUID STORAGE TANKS,Schedule,"67633 - TANK, #2 TM ARGON, TC-2910",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-038-09
REPLACEMENT OF RUPTURE DISCS ON CRYOGENIC LIQUID STORAGE TANKS,Schedule,"67634 - TANK,O2 TM  (HPLOX STORAGE)TANK",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-038-09
REPLACEMENT OF RUPTURE DISCS ON CRYOGENIC LIQUID STORAGE TANKS,Schedule,"67635 - TANK, LAR STORARGE BULK TANK, TC-1905",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-038-09
Prime Pot Drains (Drain Valve) Inspection,Schedule,"67652 - VAPORIZER, N2 TRK FILL  PMP PRIME POT",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0275-09
VFD – Major Maintenance,Schedule,"67654 - VFD, LIQ.  N2 BACKUP PMP #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0544-09
VFD – Major Maintenance,Schedule,"67655 - VFD, LIQ.  N2 BACKUP PMP #2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0544-09
VFD – Major Maintenance,Schedule,"67656 - VFD, LIQ.  O2 BACKUP PMP #1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0544-09
Control System Cabinet Periodic Inspection,Schedule,"67664 - PLC, WATER TREATMENT SKID",Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0253-09
Main Oil Pump Coupling Inspection,Schedule,"67670 - PUMP,MNC MAIN OIL,MP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67671 - PUMP, MNC AUX. OIL,MP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67673 - HEATER, MNC RESERVOIR OIL ,MP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Main Oil Pump Coupling Inspection,Schedule,"67674 - PUMP, MAIN OIL,HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67675 - PUMP, AUX. OIL, HPMNC#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67677 - HEATER, RESERVOIR OIL , HPMNC#1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Main Oil Pump Coupling Inspection,Schedule,"67678 - PUMP,MAIN OIL,HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67679 - PUMP, AUX. OIL, HPMNC#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67681 - HEATER, RESERVOIR OIL , HPMNC#2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Main Oil Pump Coupling Inspection,Schedule,"67682 - PUMP,BOC#1 MAIN OIL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67683 - PUMP, BOC#1 AUX. OIL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67685 - HEATER, BOC#1 RESERVOIR OIL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Main Oil Pump Coupling Inspection,Schedule,"67687 - PUMP,BOC#2 MAIN OIL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67688 - PUMP, BOC#2 AUX. OIL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67690 - HEATER, BOC#2 RESERVOIR OIL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67691 - HEATER, N2 LR TANK FOUNDATION HTR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67692 - HEATER, N2 LR TANK VENT TIP  HTR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67693 - HEATER, O2 LR TANK FOUNDATION HTR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67694 - HEATER, O2 LR TANK VENT TIP  HTR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
HYDRO TESTING OF TRUCK FILL HOSES,Schedule,"67695 - HOSE, LAR, TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-020-09
HYDRO TESTING OF TRUCK FILL HOSES,Schedule,"67696 - HOSE,LN2,TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-020-09
HYDRO TESTING OF TRUCK FILL HOSES,Schedule,"67697 - HOSE,LO2,TRUCKFILL",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-020-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67700 - PUMP, MAC#1  AUX OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67701 - HEATER, MAC#1 LUBE OIL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67702 - PUMP, MAC#2  AUX OIL PUMP",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Forced Air Drain Vaporizer - Annual Inspection,Schedule,"67704 - FAN, FADV",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0160-09
Drive Belt Inspection,Schedule,"67704 - FAN, FADV",Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0271-09
Vibration Shutdown (Earthquake) Switch - Functional Test,Schedule,"67704 - FAN, FADV",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0003-09
Rolling Element Bearing Regreasing Route,Schedule,"67704 - FAN, FADV",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0024-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"67705 - HEATER, TURBINE LUBE OIL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67706 - PUMP, TURBINE LOP#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Main Oil Pump Coupling Inspection,Schedule,"67706 - PUMP, TURBINE LOP#1",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"67707 - PUMP, TURBINE LOP#2",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67708 - ANALYZER, AE1001, CONDUCTIVITY",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67709 - ANALYZER, AE 1002, ORP",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
"Calibration of Analyzers (Non-Medical, Non Safety)",Schedule,"67710 - ANALYZER, AE 1003, PH",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0810-09
OSS: Calibration of CSS Analyzers,Schedule,"67711 - ANALYZER, AE34, O2 PAM (COMP. ENCL.)",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
Meter Prove/Calibration,Schedule,IND018-BU-AR-PLN.INST.LIST - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
FUNCTIONAL CHECK OF CATHODIC PROTECTION SYSTEM FOR UG PIPING,Schedule,IND018-CWS-CATH-CATHODIC.PROT - .,Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-004-09
Protective Relay – Major Calibration,Schedule,IND018-ELEC-SWGR-SWGR.11KV1 - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Switchgear – Major Maintenance,Schedule,IND018-ELEC-SWGR-SWGR.11KV1 - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0521-09
Protective Relay – Major Calibration,Schedule,IND018-ELEC-SWGR-SWGR.33KV - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0553-09
Switchgear – Major Maintenance,Schedule,IND018-ELEC-SWGR-SWGR.33KV - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0521-09
Meter Prove/Calibration,Schedule,IND018-ELEC-SWGR-SWGR.33KV - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0139-09
EOT-Periodic Mechanical Inspection,Schedule,IND018-EOT-EQPT - .,Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-080-09
Inspection of coldbox & appendages to determine frosting on liquid valves,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-037-09
ACS ASSESSMENT,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-040-09
REPLACEMENT OF RUPTURE DISCS ON ALL COOLING WATER SIDE LINES OF HEAT EXCHANGERS,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-039-09
Moisture ingress prevention in JBs & Instruments,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-045-09
INSPECT THE EQPT AND TAKE A SET OF PARAMETERS,Schedule,IND018-GENL- ROUTE - .,Monthly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-006-09
Pest control in place for all PLC panels and ensure sealing intact,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-046-09
Preservation of critical equipment spares,Schedule,IND018-GENL- ROUTE - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-016-09
ACMS - REFERENCE TABLES UPDATION ,Schedule,"IND018-GENL-ACMS - ACMS - TATA-2, INDIA",Half yearly,5,3,5,29,2020-05-28,,*PM-TATA,14:30:07,23:30:07,ACMS-7038-09
Inspection & maintenance of fire sand buckets,Schedule,"IND018-GENL-ACMS - ACMS - TATA-2, INDIA",Quarterly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,ACMS-7034-09
